provider_id,provider_name,system_family,indicator_id,indicator_name,pillar,subpillar,indicator_value,norm_known,norm_evidence,evidence_url,evidence_excerpt
thudm,THUDM (Tsinghua),ChatGLM-6B,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
thudm,THUDM (Tsinghua),ChatGLM-6B,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
thudm,THUDM (Tsinghua),ChatGLM-6B,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
thudm,THUDM (Tsinghua),ChatGLM-6B,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
thudm,THUDM (Tsinghua),ChatGLM-6B,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
thudm,THUDM (Tsinghua),ChatGLM-6B,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
thudm,THUDM (Tsinghua),ChatGLM-6B,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
thudm,THUDM (Tsinghua),ChatGLM-6B,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
thudm,THUDM (Tsinghua),ChatGLM-6B,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,0,0.0,0.0,https://www.navercloudcorp.com/ai-ml/hyperclova-x,No public issue tracker; feedback limited to support channels.
naver,Naver,HyperCLOVA X,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,TRA1,System/model card published,Transparency,System/model card published,Unknown,,0.0,https://www.navercloudcorp.com/ai-ml/hyperclova-x,Unverified for closed models.
naver,Naver,HyperCLOVA X,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,0,0.0,0.0,https://www.navercloudcorp.com/ai-ml/hyperclova-x,Training data sources described at high-level/dataset list depending on family.
naver,Naver,HyperCLOVA X,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,No,0.0,0.0,https://www.navercloudcorp.com/ai-ml/hyperclova-x,License/terms listed: Naver Terms
naver,Naver,HyperCLOVA X,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,https://www.navercloudcorp.com/ai-ml/hyperclova-x,No clear release/changelog page identified.
naver,Naver,HyperCLOVA X,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,TRA10,Open weights availability,Transparency,Open weights availability,No,0.0,0.0,https://www.navercloudcorp.com/ai-ml/hyperclova-x,Access via API or app; no model weight downloads.
naver,Naver,HyperCLOVA X,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
naver,Naver,HyperCLOVA X,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
naver,Naver,HyperCLOVA X,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,1,0.5,0.5,https://github.com/kakaobrain/kogpt/issues,Public GitHub issues exist for bug reports/feedback.
kakaobrain,Kakao Brain,KoGPT,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://github.com/kakaobrain/kogpt,Model card available on model hub/repo.
kakaobrain,Kakao Brain,KoGPT,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://github.com/kakaobrain/kogpt,Training data sources described at high-level/dataset list depending on family.
kakaobrain,Kakao Brain,KoGPT,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://github.com/kakaobrain/kogpt,License/terms listed: Kakao License/Apache-2.0
kakaobrain,Kakao Brain,KoGPT,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://github.com/kakaobrain/kogpt/releases,Versioned releases available (GitHub/HF tags).
kakaobrain,Kakao Brain,KoGPT,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://github.com/kakaobrain/kogpt,Some weights available (subset/variants); others not.
kakaobrain,Kakao Brain,KoGPT,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
kakaobrain,Kakao Brain,KoGPT,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,0,0.0,0.0,https://www.lgresearch.ai/product/exaone,No public issue tracker; feedback limited to support channels.
lgai,LG AI Research,EXAONE,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://www.lgresearch.ai/product/exaone,Model card available on model hub/repo.
lgai,LG AI Research,EXAONE,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://www.lgresearch.ai/product/exaone,Training data sources described at high-level/dataset list depending on family.
lgai,LG AI Research,EXAONE,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,No,0.0,0.0,https://www.lgresearch.ai/product/exaone,License/terms listed: LG Terms
lgai,LG AI Research,EXAONE,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,https://www.lgresearch.ai/product/exaone,No clear release/changelog page identified.
lgai,LG AI Research,EXAONE,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://www.lgresearch.ai/product/exaone,Some weights available (subset/variants); others not.
lgai,LG AI Research,EXAONE,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
lgai,LG AI Research,EXAONE,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
lgai,LG AI Research,EXAONE,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,1,0.5,0.5,https://huggingface.co/rinna/discussions,Public Hugging Face 'Discussions' exist for model feedback.
rinna,rinna,Japanese LLMs,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://huggingface.co/rinna,Model card available on model hub/repo.
rinna,rinna,Japanese LLMs,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://huggingface.co/rinna,Training data sources described at high-level/dataset list depending on family.
rinna,rinna,Japanese LLMs,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,No,0.0,0.0,https://huggingface.co/rinna,License/terms listed: Various OSS
rinna,rinna,Japanese LLMs,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://huggingface.co/rinna#files,Versioned releases available (GitHub/HF tags).
rinna,rinna,Japanese LLMs,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://huggingface.co/rinna,Some weights available (subset/variants); others not.
rinna,rinna,Japanese LLMs,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
rinna,rinna,Japanese LLMs,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
rinna,rinna,Japanese LLMs,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,1,0.5,0.5,https://huggingface.co/elyza/discussions,Public Hugging Face 'Discussions' exist for model feedback.
elyza,ELYZA,ELYZA Japanese LLMs,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://huggingface.co/elyza,Model card available on model hub/repo.
elyza,ELYZA,ELYZA Japanese LLMs,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://huggingface.co/elyza,Training data sources described at high-level/dataset list depending on family.
elyza,ELYZA,ELYZA Japanese LLMs,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://huggingface.co/elyza,License/terms listed: Apache-2.0
elyza,ELYZA,ELYZA Japanese LLMs,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://huggingface.co/elyza#files,Versioned releases available (GitHub/HF tags).
elyza,ELYZA,ELYZA Japanese LLMs,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://huggingface.co/elyza,Weights available for download (model hub/repo).
elyza,ELYZA,ELYZA Japanese LLMs,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
elyza,ELYZA,ELYZA Japanese LLMs,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
